numeroMsgsEntreAeB=7 primeiraPalavraA=agor ultimaPalavraA=bbb primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=capelett ultimaPalavraA=sozinh primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=mor ultimaPalavraA=impost primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=discurs ultimaPalavraA=agor primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=ai ultimaPalavraA=govern primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=complet ultimaPalavraA=suzan primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=ter ultimaPalavraA=homossexual primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=est ultimaPalavraA=cas primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=inform ultimaPalavraA=fui primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=mostr ultimaPalavraA=degradant primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=só ultimaPalavraA=faz primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=maneir ultimaPalavraA=criminal primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=hib ultimaPalavraA=marginal primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=moviment ultimaPalavraA=brasil primeiraPalavraB=fic ultimaPalavraB=nom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=hib ultimaPalavraA=é primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=concord ultimaPalavraA=hoj primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=hilb ultimaPalavraA=cois primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=ola ultimaPalavraA=tard primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=hib ultimaPalavraA=mesquinh primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=pastor ultimaPalavraA=maior primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=seri ultimaPalavraA=hib primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=agor ultimaPalavraA=bbb primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=capelett ultimaPalavraA=sozinh primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=mor ultimaPalavraA=impost primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=discurs ultimaPalavraA=agor primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=ai ultimaPalavraA=govern primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=complet ultimaPalavraA=suzan primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=ter ultimaPalavraA=homossexual primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=est ultimaPalavraA=cas primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=inform ultimaPalavraA=fui primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=mostr ultimaPalavraA=degradant primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=só ultimaPalavraA=faz primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=maneir ultimaPalavraA=criminal primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=hib ultimaPalavraA=marginal primeiraPalavraB=grand ultimaPalavraB=pais mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=fic ultimaPalavraA=nom primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=2 primeiraPalavraA=hib ultimaPalavraA=é primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=concord ultimaPalavraA=hoj primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=hilb ultimaPalavraA=cois primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=ola ultimaPalavraA=tard primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=hib ultimaPalavraA=mesquinh primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=pastor ultimaPalavraA=maior primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=seri ultimaPalavraA=hib primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=agor ultimaPalavraA=bbb primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=capelett ultimaPalavraA=sozinh primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=mor ultimaPalavraA=impost primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=discurs ultimaPalavraA=agor primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=ai ultimaPalavraA=govern primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=complet ultimaPalavraA=suzan primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=ter ultimaPalavraA=homossexual primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=est ultimaPalavraA=cas primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=inform ultimaPalavraA=fui primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=mostr ultimaPalavraA=degradant primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=só ultimaPalavraA=faz primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=maneir ultimaPalavraA=criminal primeiraPalavraB=mass ultimaPalavraB=diz mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=grand ultimaPalavraA=pais primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=fic ultimaPalavraA=nom primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=3 primeiraPalavraA=hib ultimaPalavraA=é primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=concord ultimaPalavraA=hoj primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=true mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=hilb ultimaPalavraA=cois primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=ola ultimaPalavraA=tard primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=hib ultimaPalavraA=mesquinh primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=pastor ultimaPalavraA=maior primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=seri ultimaPalavraA=hib primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=agor ultimaPalavraA=bbb primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=capelett ultimaPalavraA=sozinh primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=mor ultimaPalavraA=impost primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=discurs ultimaPalavraA=agor primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=ai ultimaPalavraA=govern primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=complet ultimaPalavraA=suzan primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=ter ultimaPalavraA=homossexual primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=est ultimaPalavraA=cas primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=inform ultimaPalavraA=fui primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=mostr ultimaPalavraA=degradant primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=só ultimaPalavraA=faz primeiraPalavraB=hib ultimaPalavraB=burric mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=mass ultimaPalavraA=diz primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=grand ultimaPalavraA=pais primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=fic ultimaPalavraA=nom primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=hib ultimaPalavraA=é primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=concord ultimaPalavraA=hoj primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=hilb ultimaPalavraA=cois primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=ola ultimaPalavraA=tard primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=hib ultimaPalavraA=mesquinh primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=pastor ultimaPalavraA=maior primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=seri ultimaPalavraA=hib primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=agor ultimaPalavraA=bbb primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=capelett ultimaPalavraA=sozinh primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=mor ultimaPalavraA=impost primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=discurs ultimaPalavraA=agor primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=ai ultimaPalavraA=govern primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=complet ultimaPalavraA=suzan primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=ter ultimaPalavraA=homossexual primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=est ultimaPalavraA=cas primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=inform ultimaPalavraA=fui primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=mostr ultimaPalavraA=degradant primeiraPalavraB=so ultimaPalavraB=pap mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=hib ultimaPalavraA=burric primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=2 primeiraPalavraA=mass ultimaPalavraA=diz primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=grand ultimaPalavraA=pais primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=fic ultimaPalavraA=nom primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=hib ultimaPalavraA=é primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=concord ultimaPalavraA=hoj primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=hilb ultimaPalavraA=cois primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=ola ultimaPalavraA=tard primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=hib ultimaPalavraA=mesquinh primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=pastor ultimaPalavraA=maior primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=seri ultimaPalavraA=hib primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=agor ultimaPalavraA=bbb primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=capelett ultimaPalavraA=sozinh primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=mor ultimaPalavraA=impost primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=discurs ultimaPalavraA=agor primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=ai ultimaPalavraA=govern primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=complet ultimaPalavraA=suzan primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=ter ultimaPalavraA=homossexual primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=est ultimaPalavraA=cas primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=inform ultimaPalavraA=fui primeiraPalavraB=putz ultimaPalavraB=audi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=so ultimaPalavraA=pap primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=hib ultimaPalavraA=burric primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=mass ultimaPalavraA=diz primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=grand ultimaPalavraA=pais primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=fic ultimaPalavraA=nom primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=hib ultimaPalavraA=é primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=concord ultimaPalavraA=hoj primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=hilb ultimaPalavraA=cois primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=ola ultimaPalavraA=tard primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=hib ultimaPalavraA=mesquinh primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=pastor ultimaPalavraA=maior primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=seri ultimaPalavraA=hib primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=agor ultimaPalavraA=bbb primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=capelett ultimaPalavraA=sozinh primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=mor ultimaPalavraA=impost primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=discurs ultimaPalavraA=agor primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=ai ultimaPalavraA=govern primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=complet ultimaPalavraA=suzan primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=ter ultimaPalavraA=homossexual primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=est ultimaPalavraA=cas primeiraPalavraB=program ultimaPalavraB=bbb mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=putz ultimaPalavraA=audi primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=so ultimaPalavraA=pap primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=hib ultimaPalavraA=burric primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=mass ultimaPalavraA=diz primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=grand ultimaPalavraA=pais primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=fic ultimaPalavraA=nom primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=hib ultimaPalavraA=é primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=concord ultimaPalavraA=hoj primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=hilb ultimaPalavraA=cois primeiraPalavraB=gays ultimaPalavraB=hib mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
