parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=som ultimaPalavraA=lei primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=rac ultimaPalavraA=sociolog primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=concord ultimaPalavraA=problem primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=é ultimaPalavraA=human primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=é ultimaPalavraA=cert primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=concord ultimaPalavraA=carvalh primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=homofob ultimaPalavraA=sev primeiraPalavraB=fac ultimaPalavraB=dr.thiago mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=som ultimaPalavraA=lei primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=rac ultimaPalavraA=sociolog primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=concord ultimaPalavraA=problem primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=é ultimaPalavraA=human primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=é ultimaPalavraA=cert primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=concord ultimaPalavraA=carvalh primeiraPalavraB=ter ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=som ultimaPalavraA=lei primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=rac ultimaPalavraA=sociolog primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=concord ultimaPalavraA=problem primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=é ultimaPalavraA=human primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=é ultimaPalavraA=cert primeiraPalavraB=class ultimaPalavraB=fom mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=0 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=som ultimaPalavraA=lei primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=rac ultimaPalavraA=sociolog primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=concord ultimaPalavraA=problem primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=é ultimaPalavraA=human primeiraPalavraB=cert ultimaPalavraB=heter mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=1 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=som ultimaPalavraA=lei primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=rac ultimaPalavraA=sociolog primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=concord ultimaPalavraA=problem primeiraPalavraB=perfeit ultimaPalavraB=malafa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=som ultimaPalavraA=lei primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=rac ultimaPalavraA=sociolog primeiraPalavraB=nom ultimaPalavraB=comissa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=1980 ultimaPalavraA=maior primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=som ultimaPalavraA=lei primeiraPalavraB=1980 ultimaPalavraB=maior mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=prez ultimaPalavraA=crueldad primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=1980 ultimaPalavraA=maior primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
